project_name_en,ejari_property_sub_type_en,average_prices_per_development
SILICON GATE2,2 bed rooms+hall,63714.28571428572
SILICON GATE2,Shop,82759.66666666667
SILICON GATE2,Studio,28959.17182130584
SILICON GATES 4,1bed room+Hall,38895.403846153844
SILICON GATES 4,2 bed rooms+hall,60417.24137931035
SILICON GATES 4,4 bed rooms+hall,93833.33333333333
SILICON GATES 4,Shop,253636.6
SILICON GATES 4,Studio,26782.066152149946
SILICON HEIGHTS,1bed room+Hall,42046.43168316832
SILICON HEIGHTS,Shop,52857.142857142855
SILICON HEIGHTS,Studio,31591.64833906071
SILICON HEIGHTS2,1bed room+Hall,47379.78420038536
SILICON HEIGHTS2,2 bed rooms+hall,70043.0
SILICON HEIGHTS2,3 bed rooms+hall,97217.51162790698
SILICON HEIGHTS2,Shop,646995.3833333333
SILICON HEIGHTS2,Studio,33327.41689373297
SILICON INFORMATION TECHNOLOGY TOWER,GYM,53397.0
SILICON INFORMATION TECHNOLOGY TOWER,Office,75316.50538959038
SILICON INFORMATION TECHNOLOGY TOWER,Shop,261137.703125
SILVER TOWER,Office,175735.01618929015
SILVER TOWER,Shop,269714.35294117645
SILVERENE,1bed room+Hall,91137.99826689775
SILVERENE,2 bed rooms+hall,137059.05617977527
SILVERENE,3 bed rooms+hall,199553.70661157026
SILVERENE,5 bed rooms+hall,402500.0
SILVERENE,Shop,450811.0
SILVERENE,Studio,67959.0523465704
SIRAJ TOWER,1bed room+Hall,53252.118987341775
SIRAJ TOWER,2 bed rooms+hall,75580.34715025907
SIRAJ TOWER,3 bed rooms+hall,97325.76958525345
SIRAJ TOWER,Studio,33712.82588235294
SIROYA GARDENS,1bed room+Hall,70374.88888888889
SIROYA GARDENS,2 bed rooms+hall,101666.66666666667
SIROYA GARDENS,Studio,51307.692307692305
SKY BAY HOTEL,Restaurant,20000.0
SKY CENTRAL,Hotel,50000.0
SKY CENTRAL,Office,35000.0
SKY COURTS,1bed room+Hall,39040.606077580174
SKY COURTS,2 bed rooms+hall,53188.44502549353
SKY COURTS,Shop,197292.12365591398
SKY COURTS,Studio,29795.56339048539
SKY VIEW TOWER,1bed room+Hall,71632.19209039547
SKY VIEW TOWER,2 bed rooms+hall,94692.89156626505
SKY VIEW TOWER,3 bed rooms+hall,135056.12307692308
SKY VIEW TOWER,4 bed rooms+hall,206900.0
SKY VIEW TOWER,Shop,467759.35714285716
SKY VIEW TOWER,Studio,52233.40625
SLS DUBAI,1bed room+Hall,143459.4805491991
SLS DUBAI,2 bed rooms+hall,271500.0
SLS DUBAI,3 bed rooms+hall,259500.0
SLS DUBAI,Duplex,115000.0
SLS DUBAI,Shop,333449.0
SLS DUBAI,Studio,91325.33088235294
SMART HEIGHTS,Office,77262.92529129541
SMART HEIGHTS,Shop,229050.8115942029
SOBHA DAFFODIL,1bed room+Hall,47865.65189873418
SOBHA DAFFODIL,2 bed rooms+hall,70998.39528023599
SOBHA DAFFODIL,3 bed rooms+hall,90698.53623188406
SOBHA DAFFODIL,Shop,125717.36
SOBHA DAFFODIL,Studio,32521.74
SOBHA HARTLAND GREENS PHASE II,1bed room+Hall,66602.07980456026
SOBHA HARTLAND GREENS PHASE II,2 bed rooms+hall,103028.58888888889
SOBHA HARTLAND GREENS PHASE II,3 bed rooms+hall,142330.05970149254
SOBHA HARTLAND GREENS PHASE II,4 bed rooms+hall,300000.0
SOBHA HARTLAND GREENS PHASE II,Shop,149939.91304347827
SOBHA HARTLAND GREENS PHASE II,Studio,45625.35114503817
SOBHA HARTLAND GREENS- PHASE I,1bed room+Hall,69142.34848484848
SOBHA HARTLAND GREENS- PHASE I,2 bed rooms+hall,104938.32575757576
SOBHA HARTLAND GREENS- PHASE I,3 bed rooms+hall,157265.0
SOBHA HARTLAND GREENS- PHASE I,4 bed rooms+hall,170000.0
SOBHA HARTLAND GREENS- PHASE I,Shop,181628.45833333334
SOBHA HARTLAND GREENS- PHASE I,Studio,49964.92105263158
SOBHA HARTLAND VILLAS-PHASE 1,4 bed rooms+hall,633684.2105263158
SOBHA HARTLAND VILLAS-PHASE 1,5 bed rooms+hall,936769.0
SOBHA IVORY,Office,81602.12591508053
SOBHA IVORY,Shop,111767.91071428571
SOBHA IVORY - II,Office,94496.23317683881
SOBHA IVORY - II,Shop,80396.29508196721
SOBHA SAPPHIRE,Office,156500.67541766108
SOBHA SAPPHIRE,Shop,88439.70731707317
SOL AVENUE,1bed room+Hall,75991.44690265486
SOL AVENUE,2 bed rooms+hall,116727.48235294118
SOL AVENUE,Food court,1793159.0
SOL AVENUE,Shop,1443577.6574074074
SOL AVENUE,Studio,54655.17857142857
SOL BAY,1bed room+Hall,68386.815
SOL BAY,2 bed rooms+hall,99485.74418604652
SOL BAY,Office,170744.03225806452
SOL BAY,Shop,310156.48
SOL BAY,Studio,57184.23423423423
SOLITAIRE CASCADES,1bed room+Hall,44254.71171171171
SOLITAIRE CASCADES,2 bed rooms+hall,59856.867469879515
SOLITAIRE CASCADES,3 bed rooms+hall,96208.42857142857
SOLITAIRE CASCADES,Shop,68724.41666666667
SOMERSET MEWS,3 bed rooms+hall,119750.0
SOMERSET MEWS,4 bed rooms+hall,133023.80952380953
SONDOS LILAC,1bed room+Hall,3380016.3411764707
SONDOS LILAC,2 bed rooms+hall,3091945.4269662923
SONDOS LILAC,Office,30000.0
SONDOS LILAC,Shop,95927.09090909091
SONDOS LILAC,Studio,3076734.015625
SONDOS LILY,1bed room+Hall,2750677.2987249545
SONDOS LILY,2 bed rooms+hall,2848864.054054054
SONDOS LILY,Shop,92280.07692307692
SONDOS LILY,Studio,5925166.666666667
SONDOS ORCHID,1bed room+Hall,1752222.830472103
SONDOS ORCHID,2 bed rooms+hall,1703539.8193832599
SONDOS ORCHID,Shop,106870.0
SONDOS ORCHID,Studio,1546364.5161290322
SONDOS ROSA,1bed room+Hall,2277650.707482993
SONDOS ROSA,2 bed rooms+hall,2366934.1203703703
SONDOS ROSA,Studio,2283725.4153846153
SONDOS SAGE,1bed room+Hall,1745733.3590604027
SONDOS SAGE,2 bed rooms+hall,1992370.4125
SONDOS SAGE,Shop,85263.0
SONDOS SAGE,Studio,2039715.82
SPARKLE TOWERS,1bed room+Hall,96177.59395973154
SPARKLE TOWERS,2 bed rooms+hall,152792.5849056604
SPARKLE TOWERS,3 bed rooms+hall,174106.34210526315
SPARKLE TOWERS,4 bed rooms+hall,80025.0
SPARKLE TOWERS,Restaurant,300000.0
SPARKLE TOWERS,Shop,388721.8181818182
SPARKLE TOWERS,Studio,54291.4064516129
SPICA,1bed room+Hall,48001.35638297872
SPICA,2 bed rooms+hall,70336.90789473684
SPICA,Clinic,60000.0
SPICA,Shop,68806.625
SPICA,Showroom,112271.0
STADIUM POINT,1bed room+Hall,45376.30740740741
STADIUM POINT,2 bed rooms+hall,66719.51818181819
STADIUM POINT,Office,72973.21028037384
STADIUM POINT,Studio,31249.04678362573
STARZ TOWER by DANUBE,1bed room+Hall,48981.01834862385
STARZ TOWER by DANUBE,2 bed rooms+hall,64125.166666666664
STARZ TOWER by DANUBE,Shop,102468.54166666667
STARZ TOWER by DANUBE,Studio,32432.99138755981
STELLA MARIS,1bed room+Hall,145700.90740740742
STELLA MARIS,2 bed rooms+hall,219299.7311827957
STELLA MARIS,3 bed rooms+hall,349724.3333333333
STELLA MARIS,4 bed rooms+hall,650000.0
STELLA MARIS,Restaurant,270596.0
STELLA MARIS,Shop,426569.0
SUBERBIA,1bed room+Hall,44123.32653061225
SUBERBIA,2 bed rooms+hall,61385.05172413793
SUBERBIA,3 bed rooms+hall,74699.52542372882
SUBERBIA,4 bed rooms+hall,89928.57142857143
SUBERBIA,Office,33750.0
SUBERBIA,Shop,51433.41463414634
SUBERBIA,Studio,35089.59375
SULAFA TOWER,1bed room+Hall,66251.43181102362
SULAFA TOWER,2 bed rooms+hall,97595.23134759977
SULAFA TOWER,3 bed rooms+hall,120005.12063953489
SULAFA TOWER,5 bed rooms+hall,273166.9603960396
SULAFA TOWER,Shop,312000.0
SUN POINT DUBAI,1bed room+Hall,863166.6666666666
SUN POINT DUBAI,2 bed rooms+hall,778552.328042328
SUN POINT DUBAI,3 bed rooms+hall,1046761.5384615385
SUN POINT DUBAI,Studio,537637.0370370371
SUNCITY HOMES,1bed room+Hall,36744.036697247706
SUNCITY HOMES,2 bed rooms+hall,49960.91891891892
SUNCITY HOMES,Shop,66962.5294117647
SUNRISE BAY,1bed room+Hall,135789.68686868687
SUNRISE BAY,2 bed rooms+hall,222522.04166666666
SUNRISE BAY,3 bed rooms+hall,349285.9152542373
SUNRISE BAY,4 bed rooms+hall,632500.0
SUNRISE BAY,Shop,162542.25
SUNRISE BOULEVARD,2 bed rooms+hall,79928.57142857143
SUNRISE BOULEVARD,3 bed rooms+hall,82394.25
SUNRISE BOULEVARD 10,2 bed rooms+hall,94735.6
SUNRISE BOULEVARD 10,3 bed rooms+hall,90333.33333333333
SUNRISE BOULEVARD 10,4 bed rooms+hall,86428.57142857143
SUNRISE BOULEVARD 11,2 bed rooms+hall,87000.0
SUNRISE BOULEVARD 11,3 bed rooms+hall,92715.5
SUNRISE BOULEVARD 12,2 bed rooms+hall,85266.66666666667
SUNRISE BOULEVARD 12,3 bed rooms+hall,91640.0
SUNRISE BOULEVARD 5,2 bed rooms+hall,76454.54545454546
SUNRISE BOULEVARD 5,3 bed rooms+hall,82476.19047619047
SUNRISE LEGEND,1bed room+Hall,54504.415384615386
SUNRISE LEGEND,2 bed rooms+hall,73202.8
SUNRISE LEGEND,Studio,36714.13461538462
SUNSET GARDENS,3 bed rooms+hall,118600.90625
SUNSET GARDENS,4 bed rooms+hall,123050.0
SUNSHINE RESIDENCE,3 bed rooms+hall,142531.52488687783
SUNSHINE RESIDENCE,4 bed rooms+hall,110000.0
SUNSHINE RESIDENCE,Shop,98133.81818181818
SUNSHINE RESIDENCE,Studio,32745.630434782608
SWISS TOWER,Office,550114.1091593476
SWISS TOWER,Shop,279463.82352941175
SYANN PARK1,1bed room+Hall,44752.19887165021
SYANN PARK1,2 bed rooms+hall,55803.56603773585
SYANN PARK1,3 bed rooms+hall,75666.66666666667
Samana Green,1bed room+Hall,43301.92957746479
Samana Green,2 bed rooms+hall,59366.5
Samana Green,Shop,93180.55555555556
Samana Green,Studio,31013.651851851853
Selicon Star 2,1bed room+Hall,49703.385068762276
Selicon Star 2,2 bed rooms+hall,72011.36820083682
Selicon Star 2,3 bed rooms+hall,97450.0
Selicon Star 2,Shop,313800.0
Selicon Star 2,Studio,29811.963302752294
Serena - Casa Viva,2 bed rooms+hall,100880.10795454546
Serena - Casa Viva,3 bed rooms+hall,124614.10304449649
Serena - Casa Viva,4 bed rooms+hall,153456.52380952382
Serena Casa Dora,2 bed rooms+hall,85363.83215130023
Serena Casa Dora,3 bed rooms+hall,106044.95965103598
Serena Casa Dora,4 bed rooms+hall,91750.0
Seven Hotel and Apartments The Palm,1bed room+Hall,127027.33333333333
Seven Hotel and Apartments The Palm,2 bed rooms+hall,185000.0
Seven Hotel and Apartments The Palm,3 bed rooms+hall,167500.0
Seven Hotel and Apartments The Palm,Clinic,2601270.0
Seven Hotel and Apartments The Palm,Hotel,152000.0
Seven Hotel and Apartments The Palm,Shop,475120.0
Seven Hotel and Apartments The Palm,Studio,79732.38
Seventh Heaven - Ashjar,1bed room+Hall,146269.14285714287
Seventh Heaven - Ashjar,2 bed rooms+hall,225069.06470588237
Seventh Heaven - Ashjar,3 bed rooms+hall,278135.90476190473
Seventh Heaven - Ashjar,4 bed rooms+hall,453333.3333333333
Seventh Heaven - Ashjar,Health club,42138.5
Seventh Heaven - Ashjar,Penthouse,262263.5
Seventh Heaven - Ashjar,Studio,80307.16666666667
Shorooq Land 2,1bed room+Hall,40663.511235955055
Shorooq Land 2,2 bed rooms+hall,56375.0
Shorooq Land 2,Studio,30323.441176470587
Sidra 2,3 bed rooms+hall,207134.61055276383
Sidra 2,4 bed rooms+hall,265496.0112781955
Sidra 2,5 bed rooms+hall,320304.85
Sidra 2,6 bed rooms+hall,500000.0
Sidra 3,3 bed rooms+hall,221121.72874493926
Sidra 3,4 bed rooms+hall,301043.28519855597
Sidra 3,5 bed rooms+hall,384842.125
Skyhills Residences,Shop,336916.5
Sobha Creek Vistas,1bed room+Hall,62684.85768500949
Sobha Creek Vistas,2 bed rooms+hall,84142.79274611399
Sobha Creek Vistas,Shop,130100.0
Sobha Creek vistas Reserve,1bed room+Hall,70354.93473193473
Sobha Creek vistas Reserve,2 bed rooms+hall,102592.19491525424
Sobha Creek vistas Reserve,Shop,178846.85714285713
Sobha Hartland Estates - Townhouses,4 bed rooms+hall,305508.55555555556
Sobha Hartland Greens - Phase III,1bed room+Hall,68114.06683804627
Sobha Hartland Greens - Phase III,2 bed rooms+hall,105235.07182320442
Sobha Hartland Greens - Phase III,3 bed rooms+hall,157847.27777777778
Sobha Hartland Greens - Phase III,Shop,157147.57142857142
Sobha Hartland Greens - Phase III,Studio,46959.1875
Sobha Hartland One Park Avenue,1bed room+Hall,87515.85074626865
Sobha Hartland One Park Avenue,2 bed rooms+hall,132597.04102564103
Sobha Hartland One Park Avenue,3 bed rooms+hall,182241.46031746033
Sobha Hartland One Park Avenue,4 bed rooms+hall,320000.0
Sobha Hartland One Park Avenue,Shop,272865.2173913043
Sobha Hartland Villas - Phase II,4 bed rooms+hall,505125.0
Sobha Hartland Villas Phase III,4 bed rooms+hall,773333.3333333334
Sobha Hartland Villas Phase III,5 bed rooms+hall,1036428.5714285715
Sobha Hartland Waves,1bed room+Hall,77112.45779220779
Sobha Hartland Waves,2 bed rooms+hall,121649.98837209302
Sobha Hartland Waves,Shop,219260.875
Sobha Hartland Waves Grande,1bed room+Hall,109380.14388489208
Sobha Hartland Waves Grande,2 bed rooms+hall,159954.54545454544
Sobha Hartland Waves Grande,3 bed rooms+hall,231250.0
Sobha Hartland Waves Grande,4 bed rooms+hall,394346.3333333333
Sobha Hartland Waves Grande,Nursery,1100788.0
Sobha Hartland Waves Grande,Shop,653593.0
Socio,1bed room+Hall,88255.73770491804
Socio,2 bed rooms+hall,119379.46153846153
Socio,Shop,625550.0
Socio,Studio,80000.0
Sold Without Project for Union Properties,Shop,297489.6666666667
Studio One,1bed room+Hall,73968.61252900232
Studio One,2 bed rooms+hall,101593.47
Studio One,Shop,240357.41176470587
Studio One,Studio,52129.123076923075
Sunbeam Homes,1bed room+Hall,40100.06349206349
Sunbeam Homes,2 bed rooms+hall,53687.79245283019
Sur La Mer,3 bed rooms+hall,446875.0
Sur La Mer,4 bed rooms+hall,564444.4444444445
Sur La Mer,5 bed rooms+hall,1250000.0
Sur La Mer 2,3 bed rooms+hall,550000.0
Sur La Mer 2,4 bed rooms+hall,667857.1428571428
TAMANI ARTS OFFICES,Ladies Saloon,36200.0
TAMANI ARTS OFFICES,Office,40436.56788207913
TAMANI ARTS OFFICES,Shop,394958.7619047619
TANARO,1bed room+Hall,79730.41624365482
TANARO,2 bed rooms+hall,125719.79931389366
TANARO,3 bed rooms+hall,170208.64864864864
TANARO,5 bed rooms+hall,108244.0
TANARO,Studio,61680.137931034486
TENNIS TOWER,1bed room+Hall,46013.04761904762
TENNIS TOWER,2 bed rooms+hall,70118.98123324396
TENNIS TOWER,Studio,37045.58241758242
TENORA,1bed room+Hall,39585.46341463415
TENORA,2 bed rooms+hall,57822.72727272727
TENORA,3 bed rooms+hall,62500.0
TENORA,Hotel,29371.428571428572
TENORA,Shop,230364.8
TENORA,Studio,27821.248730964468
TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE,1bed room+Hall,71159.84745762713
TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE,3 bed rooms+hall,220233.0
TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE,Hotel,52666.666666666664
TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE,Shop,450155.55555555556
TERHAB HOTEL & TOWERS AT JUMEIRAH VILLAGE TRIANGLE,Studio,46309.52247191011
TFG MARINA,Hotel,430000.0
TFG MARINA,Shop,20000.0
TFG ONE HOTEL,Shop,20000.0
THE 118,4 bed rooms+hall,1323408.6103896103
THE 118,6 bed rooms+hall,1000000.0
THE 8,1bed room+Hall,117459.57291666667
THE 8,2 bed rooms+hall,154952.96336996337
THE 8,3 bed rooms+hall,241147.24
THE 8,4 bed rooms+hall,304340.44444444444
THE 8,Penthouse,812500.0
THE 8,Restaurant,58214.0
THE ADDRESS - THE BLVD,1bed room+Hall,190145.92537313432
THE ADDRESS - THE BLVD,2 bed rooms+hall,420386.3039215686
THE ADDRESS - THE BLVD,3 bed rooms+hall,447804.9534883721
THE ADDRESS - THE BLVD,4 bed rooms+hall,789840.0
THE ADDRESS - THE BLVD,Hotel,248000.0
THE ADDRESS - THE BLVD,Shop,269935.5
THE ADDRESS - THE BLVD,Studio,117225.40490797546
THE ADDRESS DUBAI OPERA,1bed room+Hall,199560.6551724138
THE ADDRESS DUBAI OPERA,2 bed rooms+hall,292957.8785714286
THE ADDRESS DUBAI OPERA,3 bed rooms+hall,464349.925
THE ADDRESS DUBAI OPERA,Shop,1225635.75
THE ADDRESS RESIDENCE - SKY VIEW,1bed room+Hall,183234.9430894309
THE ADDRESS RESIDENCE - SKY VIEW,2 bed rooms+hall,285379.57281553396
THE ADDRESS RESIDENCE - SKY VIEW,3 bed rooms+hall,429961.68888888886
THE ADDRESS RESIDENCE - SKY VIEW,4 bed rooms+hall,683758.0
THE ADDRESS RESIDENCE - SKY VIEW,5 bed rooms+hall,1095325.7272727273
THE ADDRESS RESIDENCE - SKY VIEW,Hotel,413190.0
THE ADDRESS RESIDENCE - SKY VIEW,Restaurant,2115584.0
THE ADDRESS RESIDENCE - SKY VIEW,Shop,1823751.2
THE ADDRESS RESIDENCE FOUNTAIN VIEWS II,1bed room+Hall,184500.0534351145
THE ADDRESS RESIDENCE FOUNTAIN VIEWS II,2 bed rooms+hall,238928.3254716981
THE ADDRESS RESIDENCE FOUNTAIN VIEWS II,3 bed rooms+hall,400419.60655737703
THE ADDRESS RESIDENCE FOUNTAIN VIEWS II,4 bed rooms+hall,1017222.2222222222
THE ADDRESS RESIDENCE FOUNTAIN VIEWS III,1bed room+Hall,157073.7625
THE ADDRESS RESIDENCE FOUNTAIN VIEWS III,2 bed rooms+hall,273721.2244897959
THE ADDRESS RESIDENCE FOUNTAIN VIEWS III,3 bed rooms+hall,450722.3
THE ADDRESS RESIDENCE FOUNTAIN VIEWS III,4 bed rooms+hall,734285.7142857143
THE ADDRESS RESIDENCE FOUNTAIN VIEWS III,Hotel,531666.6666666666
THE ADDRESS RESIDENCE FOUNTAIN VIEWS III,Restaurant,731869.0
THE ADDRESS RESIDENCE FOUNTAIN VIEWS III,Shop,362213.0
THE ADDRESS RESIDENCE FOUNTAIN VIEWS III,Studio,150000.0
"THE ANWA BY OMNIYAT,",1bed room+Hall,84731.94382022473
"THE ANWA BY OMNIYAT,",2 bed rooms+hall,130804.08823529411
"THE ANWA BY OMNIYAT,",3 bed rooms+hall,213333.33333333334
"THE ANWA BY OMNIYAT,",Shop,111150.0
"THE ANWA BY OMNIYAT,",Studio,53085.294117647056
THE APRICOT,Office,59562.35084175084
THE APRICOT,Shop,100193.39655172414
THE ATLANTIC,1bed room+Hall,85196.77659574468
THE ATLANTIC,2 bed rooms+hall,146746.48660714287
THE ATLANTIC,3 bed rooms+hall,132714.2857142857
THE ATLANTIC,Shop,801107.3333333334
THE ATRIA,1bed room+Hall,79890.89212827988
THE ATRIA,2 bed rooms+hall,109987.49752475247
THE ATRIA,3 bed rooms+hall,143868.37704918033
THE ATRIA,Shop,154281.53125
THE ATRIA,Studio,73928.57142857143
THE BELVEDERE,1bed room+Hall,66761.13675213675
THE BELVEDERE,2 bed rooms+hall,95285.93525179857
THE BELVEDERE,3 bed rooms+hall,127987.42105263157
THE BINARY BY OMNIYAT,Office,216791.97887323942
THE BINARY BY OMNIYAT,Shop,230362.7808219178
THE BRIDGE,1bed room+Hall,50312.443490701
THE BRIDGE,2 bed rooms+hall,66709.74820143885
THE BRIDGE,3 bed rooms+hall,99627.15625
THE BRIDGE,Office,78595.28065395095
THE BRIDGE,Penthouse,110166.66666666667
THE BRIDGE,Studio,36196.24029126213
THE COSMOPOLITAN,1bed room+Hall,76151.23347107437
THE COSMOPOLITAN,2 bed rooms+hall,107984.00699300699
THE COSMOPOLITAN,3 bed rooms+hall,145511.65625
THE COSMOPOLITAN,Shop,134782.18421052632
THE COSMOPOLITAN,Studio,56489.35781383433
THE COURT,1bed room+Hall,72200.0
THE COURT,Office,845454.4150943396
THE COURT,Shop,468375.0
THE COURT,Studio,61757.57575757576
THE CRESCENT,1bed room+Hall,44359.42567567567
THE CRESCENT,2 bed rooms+hall,59240.33245614035
THE CRESCENT,Shop,77170.33333333333
THE CRESCENT,Studio,29587.83064516129
THE DERBY RESIDENCE 2&3,1bed room+Hall,83649.5
THE DERBY RESIDENCE 2&3,2 bed rooms+hall,101440.5
THE DERBY RESIDENCE 2&3,Shop,65000.0
THE DIAMOND,1bed room+Hall,48845.4465648855
THE DIAMOND,2 bed rooms+hall,63890.967948717946
THE DIAMOND,Penthouse,93472.0
THE DIAMOND,Studio,37733.37037037037
THE DISTINCTION,1bed room+Hall,83380.15555555555
THE DISTINCTION,2 bed rooms+hall,123458.1484375
THE DISTINCTION,3 bed rooms+hall,159660.48623853212
THE DISTINCTION,Hotel,91364.81578947368
THE DISTINCTION,Shop,570742.5
THE DISTINCTION,Studio,63112.121212121216
THE DOME TOWER,Office,107527.83569979716
THE DOME TOWER,Shop,111236.15151515152
THE DUBAI CREEK RESIDENCES,1bed room+Hall,70918.03560830861
THE DUBAI CREEK RESIDENCES,2 bed rooms+hall,105918.70462046204
THE DUBAI CREEK RESIDENCES,3 bed rooms+hall,154363.99038461538
THE DUBAI CREEK RESIDENCES,4 bed rooms+hall,10480000.0
THE DUBAI CREEK RESIDENCES,6 bed rooms+hall,500000.0
THE DUBAI CREEK RESIDENCES,Coffe shop,103334.0
THE DUBAI CREEK RESIDENCES,Hat Saloon,100954.0
THE DUBAI CREEK RESIDENCES,Office,90768.42857142857
THE DUBAI CREEK RESIDENCES,Pharmacy,101243.5
THE DUBAI CREEK RESIDENCES,Restaurant,265163.35714285716
THE DUBAI CREEK RESIDENCES,Shop,145227.85185185185
THE DUBAI CREEK RESIDENCES,Supermarket,400078.0
THE DUBAI MALL,1bed room+Hall,132600.0
THE DUBAI MALL,2 bed rooms+hall,262500.0
THE DUBAI MALL,3 bed rooms+hall,321666.625
THE DUBAI MALL,Kiosk,1173511.6470588236
THE DUBAI MALL,Penthouse,899166.6666666666
THE DUBAI MALL,Restaurant,2952867.285714286
THE DUBAI MALL,Shop,1402941.2068768996
THE DUBAI MALL,Studio,103175.36111111111
THE DUNES,1bed room+Hall,44169.12786885246
THE DUNES,2 bed rooms+hall,71774.83168316832
THE DUNES,Studio,31230.545454545456
THE EXCHANGE,Clinic,32555.555555555555
THE EXCHANGE,Desk,130625.0
THE EXCHANGE,Office,137188.9335038363
THE EXCHANGE,Shop,169065.6923076923
THE FIELDS AT D11 - MBRMC,3 bed rooms+hall,164519.38888888888
THE FIELDS AT D11 - MBRMC,4 bed rooms+hall,194053.49038461538
THE HABITAT,4 bed rooms+hall,117909.95833333333
THE HAVEN RESIDENCES,1bed room+Hall,72247.9674796748
THE HAVEN RESIDENCES,2 bed rooms+hall,116893.64516129032
THE HAVEN RESIDENCES,Studio,36761.90476190476
THE HEART OF EUROPE 2,Shop,153274.0
THE IVY,1bed room+Hall,79100.0
THE IVY,2 bed rooms+hall,170000.0
THE IVY,Office,30000.0
THE IVY,Showroom,900000.0
THE IVY,Studio,53222.22222222222
THE LIGHT,Office,43862.67261904762
THE LIGHT,Shop,69785.47402597402
THE MATRIX,1bed room+Hall,59509.15698924731
THE MATRIX,2 bed rooms+hall,81699.15384615384
THE MATRIX,3 bed rooms+hall,124666.66666666667
THE MATRIX,Studio,40697.51865008881
THE MEDALIST,1bed room+Hall,58062.11306042885
THE MEDALIST,2 bed rooms+hall,90659.73262032085
THE MEDALIST,3 bed rooms+hall,102954.54545454546
THE MEDALIST,4 bed rooms+hall,129826.5625
THE MEDALIST,Studio,37411.40425531915
THE MERTOPOLIS,Office,74735.85005636979
THE MERTOPOLIS,Shop,142183.06493506493
THE ONE,Restaurant,20000.0
THE ONE JBR,2 bed rooms+hall,350569.1228070175
THE ONE JBR,3 bed rooms+hall,427719.65
THE ONE JBR,4 bed rooms+hall,686877.5833333334
THE ONE JBR,Penthouse,500000.0
THE ONE TOWER,Clinic,467843.6
THE ONE TOWER,Ladies Saloon,145100.33333333334
THE ONE TOWER,Office,524778.5485799701
THE ONE TOWER,Shop,231967.22222222222
THE ONE TOWER,Supermarket,879381.6666666666
THE ONYX,1bed room+Hall,102781.22180451128
THE ONYX,2 bed rooms+hall,145604.59800664452
THE ONYX,3 bed rooms+hall,176081.40170940172
THE ONYX,4 bed rooms+hall,260410.0
THE ONYX,Hotel,126000.0
THE ONYX,Office,223084.79482902418
THE ONYX,Shop,562910.2342857143
THE ONYX,Studio,128333.4
THE OPUS BY OMNIYAT,1bed room+Hall,233333.33333333334
THE OPUS BY OMNIYAT,2 bed rooms+hall,485000.0
THE OPUS BY OMNIYAT,Office,531293.2965931863
THE OPUS BY OMNIYAT,Shop,1124496.1304347827
THE PAD,1bed room+Hall,90033.05263157895
THE PAD,2 bed rooms+hall,140835.0819672131
THE PAD,3 bed rooms+hall,194319.625
THE PAD,Shop,247967.45833333334
THE PAD,Showroom,286747.0
THE PALM TOWER,1bed room+Hall,225640.60795454544
THE PALM TOWER,2 bed rooms+hall,704375.0
THE PALM TOWER,3 bed rooms+hall,1200000.0
THE PALM TOWER,Studio,117627.12571428572
THE PEARL,1bed room+Hall,45501.48333333333
THE PEARL,2 bed rooms+hall,62880.0
THE POINT,1bed room+Hall,79449.21927374302
THE POINT,2 bed rooms+hall,109959.8779342723
THE POINT,3 bed rooms+hall,144474.4347826087
THE POINT,4 bed rooms+hall,424500.0
THE POINT,Shop,340566.76470588235
THE POINT,Studio,54335.34328358209
THE POLO RESIDENCE,1bed room+Hall,63017.85969664139
THE POLO RESIDENCE,2 bed rooms+hall,105131.89746611667
THE POLO RESIDENCE,3 bed rooms+hall,150146.98159509202
THE POLO RESIDENCE,4 bed rooms+hall,250000.0
THE POLO RESIDENCE,Penthouse,100000.0
THE POLO TOWN HOUSES,Health club,171295.0
THE PRISM,Office,112333.3770184003
THE PRISM,Restaurant,147777.5
THE PRISM,Shop,131983.11842105264
THE PRISM,Studio,115888.2972972973
THE PULSE TOWNHOUSES,2 bed rooms+hall,65075.024282560706
THE PULSE TOWNHOUSES,3 bed rooms+hall,79342.16593886462
THE PULSE TOWNHOUSES,4 bed rooms+hall,91125.0
THE RESIDENCE AT BUSINESS CENTRAL,1bed room+Hall,69113.83379120879
THE RESIDENCE AT BUSINESS CENTRAL,2 bed rooms+hall,101202.8704318937
THE RESIDENCE AT BUSINESS CENTRAL,3 bed rooms+hall,129918.92857142857
THE RESIDENCE AT BUSINESS CENTRAL,Shop,106477.91428571429
THE RESIDENCES AT MARINA GATE 1,1bed room+Hall,104756.45750452079
THE RESIDENCES AT MARINA GATE 1,2 bed rooms+hall,143652.92551505548
THE RESIDENCES AT MARINA GATE 1,3 bed rooms+hall,222249.71731448764
THE RESIDENCES AT MARINA GATE 1,4 bed rooms+hall,400646.5227272727
THE RESIDENCES AT MARINA GATE 1,5 bed rooms+hall,705000.0
THE RESIDENCES AT MARINA GATE 1,Clinic,2324439.0
THE RESIDENCES AT MARINA GATE 1,Shop,491155.1956521739
